ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
163671.49913	133.68	12.92	115.91	89.27	573698.481812	0	0	823	20	707	549	12	6	11	8	16	0	1145.0485198497772	200	1145.0485198497772	184	8.0	
183454.26828	117.505	12.8142857143	49.7571428571	38.4428571429	573698.481812	1	130	500	29.0	239.0	187.0	12	6.0	11.0	8.0	16	0	351.5872473716736	400	1496.6357672214508	239	40.25	
213537.963274	118.86	12.2231404959	47.2727272727	36.4628099174	573698.481812	2	209	493	30.0	282.0	220.0	11	6.0	11.0	8.0	16	0	467.1957492828369	600	1963.8315165042877	321	46.5	
258956.935126	111.24	12.7152777778	45.9375	35.4097222222	580310.260195	3	265	355	30.0	216.0	170.0	11	6.0	11.0	8.0	16	0	553.7054498195648	800	2517.5369663238525	426	46.75	
322897.093802	130.105	13.1468531469	47.8111888112	36.8251748252	580310.260195	4	322	393	30.0	232.0	179.0	10	6.0	11.0	8.0	18	0	547.4924952983856	1000	3065.029461622238	518	48.199999999999996	
323504.173925	127.645	13.0264900662	47.6821192053	36.6953642384	580310.260195	5	371	393	29.0	201.0	158.0	9	6.0	11.0	8.0	19	0	573.6972889900208	1200	3638.726750612259	622	48.16666666666667	
406464.1988	129.81	13.4362416107	48.7315436242	37.5637583893	592291.499865	6	422	325	30.0	200.0	156.0	18	6.0	11.0	8.0	20	0	573.5316355228424	1400	4212.258386135101	715	48.92857142857143	
374952.394916	118.16	13.2875	46.4375	35.65625	592291.499865	7	462	325	30.0	193.0	151.0	8	6.0	11.0	8.0	22	0	607.363906621933	1600	4819.622292757034	811	49.3125	
410412.379477	125.27	12.664516129	41.9870967742	32.2838709677	592291.499865	8	507	325	30.0	193.0	151.0	8	6.0	11.0	8.0	22	0	582.9350788593292	1800	5402.5573716163635	913	49.27777777777778	
416587.743436	133.87	13.4523809524	47.4166666667	36.4047619048	648441.263476	9	539	348	29.0	193.0	151.0	12	6.0	11.0	8.0	22	0	649.9100828170776	2000	6052.467454433441	1036	48.199999999999996	
421263.360902	120.055	14.0943396226	51.3962264151	39.5786163522	648441.263476	10	580	370	30.0	210.0	163.0	15	6.0	11.0	8.0	22	0	583.1807525157928	2200	6635.648206949234	1159	47.31818181818181	
412442.396661	129.705	13.7619047619	48.2916666667	37.2142857143	746122.722296	11	612	355	30.0	196.0	150.0	27	6.0	11.0	8.0	23	0	535.7711536884308	2400	7171.419360637665	1270	47.083333333333336	
385242.26404	123.415	14.152173913	51.4130434783	39.527173913	746122.722296	12	628	408	30.0	149.0	116.0	27	6.0	11.0	8.0	27	0	575.9836313724518	2600	7747.402992010117	1412	45.692307692307686	
438268.082335	130.095	14.5290697674	52.8372093023	40.6744186047	746122.722296	13	656	381	30.0	163.0	126.0	26	7.0	12.0	9.0	27	0	535.8751795291901	2800	8283.278171539307	1523	45.607142857142854	
412839.180226	135.46	14.9817073171	56.756097561	43.6280487805	746122.722296	14	692	383	29.0	156.0	120.0	21	6.0	11.0	8.0	27	0	518.3952600955963	3000	8801.673431634903	1646	45.13333333333334	
